Product_id,Product_Position,Promotion,Product Category,Seasonal,Sales_volume,sku,name,description,price,currency,scraped_at,terms,section
110295,End-cap,Yes,Clothing,No,1448,322547863-811-2,HOODED DENIM JACKET,Boxy fit jacket. High collar with adjustable hood and long sleeves with buttoned cuffs. Patch pockets with flaps at chest. Front straps with multi-functional ring. Washed effect. Front hidden zip and snap button closure.,129,USD,2/19/2024 8:51,jackets,MAN
196427,Aisle,Yes,Clothing,No,1401,320600266-745-2,WAXED EFFECT PLAID JACKET,Cropped jacket made of cotton with waxed finish. Lapel collar and long adjustable cuffed sleeves. Welt pockets at hip and interior pocket. Adjustable front drawcord hem. Front zip closure.,169,USD,2/19/2024 8:51,jackets,MAN
110075,Front of Store,Yes,Clothing,Yes,2185,320771732-800-2,WOOL BLEND FELT TEXTURE JACKET,Cropped jacket made with wool blend fabric. Lapel collar and long sleeves. Welt pockets at hip. Front hidden button closure.,159,USD,2/19/2024 8:51,jackets,MAN
132322,Front of Store,Yes,Clothing,No,2135,289179723-020-2,PRINTED DENIM OVERSHIRT,Boxy fit overshirt. Lapel collar and short sleeves. Front snap button closure.,12.99,USD,2/19/2024 8:51,jackets,MAN
199631,Front of Store,Yes,Clothing,No,1269,327747299-800-2,STRUCTURED TWILL OVERSHIRT,Regular fit overshirt made of 22% wool fabric. Lapel collar and long sleeves with buttoned cuffs. Patch pocket at chest and side pockets at hip. Side vents at hem. Front button closure.,89.9,USD,2/19/2024 8:51,jackets,MAN
182306,Front of Store,No,Clothing,No,2805,317782501-701-2,COTTON OVERSHIRT,Relaxed fit overshirt made with cotton fabric. Lapel collar and long sleeves with buttoned cuffs. Flap patch pockets at chest and side hip pockets. Front button closure.,89.9,USD,2/19/2024 8:51,jackets,MAN
194915,Aisle,Yes,Clothing,No,1796,311282298-099-2,REVERSIBLE PLAID OVERSHIRT,Relaxed fit reversible overshirt. Italian collar and long sleeves with buttoned cuffs. Chest patch pocket. Front button closure.,79.9,USD,2/19/2024 8:51,jackets,MAN
131298,End-cap,Yes,Clothing,No,2133,322612356-505-2,PLAID OVERSHIRT,Relaxed fit overshirt made with cotton fabric. Lapel collar and long sleeves with buttoned cuffs. Patch pockets at hip. Washed effect. Front button closure.,69.9,USD,2/19/2024 8:51,jackets,MAN
168571,Aisle,No,Clothing,No,1778,311282631-712-2,POCKET OVERSHIRT,Relaxed fit overshirt. Lapel collar and long sleeves with adjustable button cuffs. Welt pockets at hip. Front zip hidden by a snap button flap.,89.9,USD,2/19/2024 8:51,jackets,MAN
154224,End-cap,Yes,Clothing,No,2474,329282612-401-2,100% LINEN OVERSHIRT,Relaxed fit overshirt made of linen fabric. Lapel collar and long sleeves with buttoned cuffs. Chest patch pockets. Front button closure.,89.9,USD,2/19/2024 8:51,jackets,MAN
171061,Aisle,No,Clothing,Yes,2032,320026789-714-2,PLAID OVERSHIRT,Relaxed fit overshirt made of viscose blend fabric. Lapel collar and long sleeves with buttoned cuffs. Chest patch pocket. Front button closure.,59.9,USD,2/19/2024 8:51,jackets,MAN
119049,Aisle,No,Clothing,Yes,1659,323216360-406-2,POCKET DENIM OVERSHIRT,Boxy fit overshirt. Lapel collar and long sleeves with buttoned cuffs. Chest patch pockets. Washed effect. Front button closure.,89.9,USD,2/19/2024 8:51,jackets,MAN
158781,End-cap,Yes,Clothing,Yes,2443,318209963-800-2,FAUX SUEDE OVERSHIRT,Relaxed fit overshirt. Lapel collar and long sleeves. Chest patch pocket. Front snap button closure.,69.9,USD,2/19/2024 8:51,jackets,MAN
151438,Aisle,No,Clothing,Yes,1137,316727555-700-2,PLAID OVERSHIRT,Regular fit overshirt. Lapel collar and long sleeves with buttoned cuffs. Front zip closure.,69.9,USD,2/19/2024 8:51,jackets,MAN
152871,End-cap,No,Clothing,Yes,1847,312571093-710-2,TEXTURED POCKET OVERSHIRT,Overshirt made of diagonal textured cotton fabric. Lapel collar and long sleeves with buttoned cuffs. Patch pockets at hip. Front button closure.,69.9,USD,2/19/2024 8:51,jackets,MAN
126806,End-cap,Yes,Clothing,Yes,2404,330290387-401-2,POCKET OVERSHIRT,Relaxed fit overshirt made of 25% wool fabric. Lapel collar and long sleeves with buttoned cuffs. Patch pocket at chest and side pockets at hip. Front button closure.,109,USD,2/19/2024 8:51,jackets,MAN
134104,End-cap,No,Clothing,Yes,1466,313027279-800-2,OVERSHIRT,Relaxed fit overshirt made of stretch fabric. Lapel collar and long sleeves with buttoned cuffs. Chest patch pocket. Front button closure.,59.9,USD,2/19/2024 8:51,jackets,MAN
120266,Front of Store,No,Clothing,No,2328,320671529-802-2,PLAID OVERSHIRT,Cropped overshirt. Lapel collar and long sleeves with buttoned cuffs. Chest patch pocket. Irregular trim. Front button closure.,59.9,USD,2/19/2024 8:51,jackets,MAN
173550,End-cap,No,Clothing,Yes,1431,323646471-802-2,POCKET OVERSHIRT,Overshirt with lapel collar and long sleeves with buttoned cuffs. Chest patch pocket. Front button closure.,59.9,USD,2/19/2024 8:51,jackets,MAN
175927,End-cap,No,Clothing,Yes,1506,312978838-611-2,ZIPPERED WOOL BLEND OVERSHIRT,Relaxed fit overshirt made of wool blend fabric. Lapel collar and long sleeves with buttoned cuffs. Welt pockets at hip. Front zip closure.,109,USD,2/19/2024 8:51,jackets,MAN
154278,End-cap,No,Clothing,Yes,2749,336446858-822-2,GEOMETRIC JACQUARD OVERSHIRT,Relaxed fit overshirt made with cotton fabric. Lapel collar and long sleeves with buttoned cuffs. Welt pockets at hip. Front button closure.,89.9,USD,2/19/2024 8:51,jackets,MAN
183537,Front of Store,Yes,Clothing,Yes,2434,281883711-071-2,PAINT PRINT OVERSHIRT,Relaxed fit overshirt. Lapel collar and long sleeves with snap button cuffs. Chest patch pockets. Side vents at hem. Front snap button closure.,19.99,USD,2/19/2024 8:51,jackets,MAN
150424,Front of Store,No,Clothing,Yes,2067,313008692-514-2,PADDED CORDUROY OVERSHIRT,Overshirt with quilted interior. Lapel collar and long sleeves with buttoned cuffs. Flap patch pockets at chest and in-seam pockets at side hip. Front snap button closure.,79.9,USD,2/19/2024 8:51,jackets,MAN
183825,Aisle,Yes,Clothing,Yes,2989,281593208-015-2,PLAID TIE DYE OVERSHIRT,Regular fit overshirt made of cotton. Lapel collar and long sleeves with buttoned cuffs. Chest patch pockets. Front button closure.,19.99,USD,2/19/2024 8:51,jackets,MAN
144012,Front of Store,Yes,Clothing,No,743,314937772-710-2,OVERSHIRT WITH CONTRASTING TOPSTITCHING,Relaxed fit overshirt made with cotton fabric. Lapel collar and long sleeves with buttoned cuffs. Chest patch pocket. Contrasting topstitching all over the garment. Front button closure.,59.9,USD,2/19/2024 8:51,jackets,MAN
147051,Front of Store,No,Clothing,No,2325,320278659-251-2,QUILTED STRUCTURED OVERSHIRT,Regular fit overshirt with quilted interior. Lapel collar and long sleeves with buttoned cuffs. Patch pockets at chest and welt pockets at hip. Front button closure.,109,USD,2/19/2024 8:51,jackets,MAN
185800,End-cap,No,Clothing,Yes,1841,321993245-500-2,TECHNICAL OVERSHIRT,Regular fit overshirt with lightly padded interior. Lapel collar and long sleeves with buttoned cuffs. Flap pockets at hip. Front button closure.,109,USD,2/19/2024 8:51,jackets,MAN
197524,Aisle,Yes,Clothing,Yes,2231,330590505-500-2,PLAID OVERSHIRT,Relaxed fit overshirt. Lapel collar and long sleeves with buttoned cuffs. Chest patch pocket. Front button closure.,49.9,USD,2/19/2024 8:51,jackets,MAN
148823,Aisle,No,Clothing,Yes,2211,320680326-107-39,SUEDE FISHERMAN SANDALS,Fisherman sandals. Made of leather with a suede finish. Crossed straps at front. Buckled ankle strap closure. Slightly chunky soles.,89.9,USD,2/19/2024 9:00,shoes,MAN
114550,End-cap,No,Clothing,No,2114,311292244-800-39,ZIPPER MULTIPIECE SNEAKERS,Running shoes. Upper in a combination of pieces and finishes. Front zip closure. Back pull tab for ease. Chunky soles with irregular design.,69.9,USD,2/19/2024 9:00,shoes,MAN
125398,Aisle,Yes,Clothing,Yes,1350,311307610-400-39,SUEDE LACELESS SNEAKERS,Slip on sneakers. Made of leather with a suede finish. Upper in a combination of pieces. Chunky sole.,69.9,USD,2/19/2024 9:00,shoes,MAN
123985,End-cap,No,Clothing,No,2240,311302877-203-39,MULTICOLOR SNEAKERS,Sneakers. Combination of colors and pieces at upper. Lacing with six pairs of eyelets. Chunky rubber sole with irregular design.,69.9,USD,2/19/2024 9:00,shoes,MAN
186638,End-cap,Yes,Clothing,No,1296,311302598-500-39,RETRO RUNNING SNEAKERS,Running shoes. Upper in a combination of pieces and materials. Lacing with seven pairs of eyelets. Chunky lug soles. Retro-inspired design.,59.9,USD,2/19/2024 9:00,shoes,MAN
167281,End-cap,Yes,Clothing,Yes,892,311297328-800-39,SUEDE HIGH-TOPS,High top sneakers. Upper in a combination of pieces and materials. Lacing with seven pairs of eyelets. Chunky tonal sole.,59.9,USD,2/19/2024 9:00,shoes,MAN
118578,End-cap,No,Clothing,Yes,1678,311302865-804-39,SUEDE STRAP SANDALS,Sandals. Made of leather with a suede finish. Two crossed wide straps at instep. Thick lightweight soles.,49.9,USD,2/19/2024 9:00,shoes,MAN
174041,End-cap,No,Clothing,No,2016,311307489-203-39,MULTIPIECE SNEAKERS,Sneakers. Upper in a combination of pieces and colors. Lacing with seven pairs of eyelets. Chunky sole with a combination of colors. Retro-inspired design.,49.9,USD,2/19/2024 9:00,shoes,MAN
127644,Front of Store,No,Clothing,Yes,1498,311287075-120-39,TOPSTITCH SNEAKERS,Sneakers. Pieces and topstitching at upper. Lacing with six pairs of eyelets. Contrasting slightly chunky soles.,45.9,USD,2/19/2024 9:00,shoes,MAN
132007,Aisle,No,Clothing,Yes,2491,276378605-515-39,RETRO SNEAKERS,Sneakers. Upper in a combination of pieces and materials. Lacing with seven pairs of eyelets. Quilted back piece. Chunky sole. Retro style.,9.99,USD,2/19/2024 9:00,shoes,MAN
147998,Aisle,No,Clothing,No,2556,277776476-700-39,RETRO HIGH TOP SNEAKERS,High-top sneakers. Upper in a combination of pieces. Laces with ten pairs of eyelets. Chunky sole.,9.99,USD,2/19/2024 9:00,shoes,MAN
176666,Aisle,Yes,Clothing,No,2852,313381662-202-39,MULTI-PIECED RETRO SNEAKERS,Sneakers. Upper in a combination of pieces and colors. Lacing with six pairs of eyelets. Textured chunky soles. Retro style.,45.9,USD,2/19/2024 9:00,shoes,MAN
193686,Aisle,Yes,Clothing,No,1899,311292343-700-39,TASSEL LEATHER LOAFERS,Loafers. Made of leather. Smooth upper with ruching at toe. Decorative fringed tassels at instep. Rounded shape. Welt around upper. Chunky lug soles.,99.9,USD,2/19/2024 9:00,shoes,MAN
163610,Front of Store,Yes,Clothing,No,2466,311309627-805-39,MOC-TOE SUEDE BOOTS,Suede leather boots. Ridged seam detail at upper. Lacing with two pairs of eyelets. Welt around upper. Slightly chunky sole.,89.9,USD,2/19/2024 9:00,shoes,MAN
170364,Aisle,No,Clothing,No,818,315851805-800-39,STRAP SANDALS,Sandals with two straps. The thin straps hug the instep. Slightly chunky sole.,45.9,USD,2/19/2024 9:00,shoes,MAN
167599,Aisle,No,Clothing,No,1500,311292644-400-39,SUEDE RETRO SNEAKERS,Sneakers. Made of leather. Combination of finishes and materials at upper. Lacing with seven pairs of eyelets. Chunky sole in a combination of colors. Retro-inspired design.,59.9,USD,2/19/2024 9:00,shoes,MAN
166421,End-cap,Yes,Clothing,No,2878,311302552-800-39,HIKING BOOTS,Lace-up boots. Upper in a combination of pieces and finishes. Laces with metal appliquГ©s and seven pairs of eyelets. Welt detail around upper. Rounded shape. Chunky lug soles.,79.9,USD,2/19/2024 9:00,shoes,MAN
129247,Front of Store,Yes,Clothing,No,2386,311302532-102-39,SUEDE SNEAKERS,Sneakers. Made of leather with a suede finish. Laces with five pairs of eyelets. Chunky soles.,69.9,USD,2/19/2024 9:00,shoes,MAN
127314,End-cap,Yes,Clothing,Yes,2076,311287147-723-39,FAUX SHEARLING LINED SUEDE BOOTS,Ankle boots. Made of leather with a suede finish. Faux shearling interior and side detail. Rounded shape. Welt around upper. Back pull tab. Chunky lug soles.,99.9,USD,2/19/2024 9:00,shoes,MAN
111979,Front of Store,No,Clothing,No,2734,311307332-202-39,CHUNKY SNEAKERS,Sneakers. Upper in a combination of pieces and textures. Shoelaces with six pairs of eyelets at different heights. Chunky irregular design soles. Retro-inspired design.,59.9,USD,2/19/2024 9:00,shoes,MAN
120354,Aisle,Yes,Clothing,No,2836,311282293-131-39,DOUBLE STRAP SUEDE SANDALS,Sandals. Made of leather with a suede finish. Two wide straps at instep with buckles. Insole with anatomical shaped footbed. Welt around upper. Chunky lug soles.,59.9,USD,2/19/2024 9:00,shoes,MAN
144848,Front of Store,No,Clothing,No,2193,311287149-800-39,CHUNKY SOLE CANVAS LACE-UP BOOTS,High shaft boots. Lacing with eight pairs of eyelets. Back pull tab for ease. Rounded shape. Chunky lug soles.,89.9,USD,2/19/2024 9:00,shoes,MAN
111957,Aisle,Yes,Clothing,No,2164,311307624-500-39,SUEDE PENNY LOAFERS,Loafers. Made of leather with a suede finish. Ornamental saddle detail at instep. Rounded shape. Contrasting colored sole.,89.9,USD,2/19/2024 9:00,shoes,MAN
160763,Front of Store,Yes,Clothing,Yes,991,311282212-800-39,ADHERENT STRIPES SNEAKERS,Sneakers. Monochromatic. Upper in a combination of pieces. Closure with three adhesive straps. Slightly chunky sole.,45.9,USD,2/19/2024 9:00,shoes,MAN
168270,End-cap,Yes,Clothing,Yes,1525,311292281-203-39,MULTIPIECE SNEAKERS,Running shoes. Upper in a combination of pieces and finishes. Lacing with six pairs of eyelets. Chunky soles with irregular design. Lug soles. Trek style.,69.9,USD,2/19/2024 9:00,shoes,MAN
195082,Front of Store,No,Clothing,No,923,311302515-800-39,CHUNKY SOLE HIGH TOP SNEAKERS,High top sneakers. Lacing with nine pairs of eyelets. Contrasting foxing around the upper. Chunky rubberized soles.,69.9,USD,2/19/2024 9:00,shoes,MAN
110329,Front of Store,No,Clothing,Yes,2397,314937773-800-39,CONTRAST SOLE LEATHER SNEAKERS,Sneakers. Made of leather. Upper in a combination of pieces and finishes. Lacing with six pairs of eyelets. Rounded shape. Chunky sole.,69.9,USD,2/19/2024 9:00,shoes,MAN
147449,End-cap,No,Clothing,No,1191,316608794-802-39,SUEDE RUNNING SNEAKERS,Running shoes. Made of suede leather. Upper in a combination of materials and colors. Lacing with six pairs of eyelets. Chunky soles with irregular design.,69.9,USD,2/19/2024 9:00,shoes,MAN
193332,Aisle,Yes,Clothing,No,1237,319205037-800-39,WOVEN LEATHER SLIDES,Sandals. Made of leather. Three woven wide straps at instep. Chunky sole.,49.9,USD,2/19/2024 9:00,shoes,MAN
146804,Aisle,Yes,Clothing,No,1504,311307495-131-39,SUEDE SNEAKERS,Sneakers. Made of leather with a suede finish. Contrast lacing with seven pairs of eyelets. Welt around upper. Chunky sole.,69.9,USD,2/19/2024 9:00,shoes,MAN
188909,Aisle,Yes,Clothing,Yes,2863,336449731-712-1,ASYMMETRIC CROPPED KNIT SWEATER,Woven V-neckline long sleeve sweater. Asymmetric hem.,39.9,USD,2/19/2024 9:10,sweaters,WOMAN
165910,End-cap,Yes,Clothing,No,2760,313890651-712-2,KNIT SWEATER WITH PEARLS,Sweater made with 22% wool and 10% alpaca. Round neck and long sleeves. Faux pearl appliquГ©.,69.9,USD,2/19/2024 9:10,sweaters,WOMAN
136738,Front of Store,No,Clothing,Yes,542,287414911-803-2,HIGH COLLAR KNIT SWEATER,Sweater with high collar and long sleeves. Front pocket. Side vents at hem. Rib trim.,7.99,USD,2/19/2024 9:10,sweaters,WOMAN
144497,End-cap,Yes,Clothing,Yes,1105,342171615-104-2,STRIPED KNIT SWEATER,Sweater with high collar and long sleeves. Front zip closure.,49.9,USD,2/19/2024 9:10,sweaters,WOMAN
135036,End-cap,Yes,Clothing,No,1435,314152967-485-2,CABLE KNIT METALLIC SWEATER,Round neck long sleeve sweater. Metallic fabric detail and frayed trim.,49.9,USD,2/19/2024 9:10,sweaters,WOMAN
166331,Aisle,Yes,Clothing,Yes,2877,324186867-642-2,ASYMMETRICAL WOOL AND SILK BLEND SWEATER,Wool and silk blend sweater. Asymmetric neckline and long sleeves.,59.9,USD,2/19/2024 9:10,sweaters,WOMAN
139789,Aisle,No,Clothing,Yes,1094,316900618-809-2,WOOL AND CASHMERE BLEND RIB SWEATER,Sweater made with 80% wool and 20% cashmere. Round neck and long sleeves.,69.9,USD,2/19/2024 9:10,sweaters,WOMAN
118569,Aisle,No,Clothing,Yes,994,313890645-330-2,ALPACA AND WOOL BLEND TIE DYE KNIT SWEATER,Sweater made with 31% wool and 28% alpaca. Round neck and long sleeves.,49.9,USD,2/19/2024 9:10,sweaters,WOMAN
155848,End-cap,Yes,Clothing,No,1942,324597432-800-2,MOCK NECK WOOL AND SILK BLEND KNIT TOP,Wool and silk blend top. High collar and long sleeves.,49.9,USD,2/19/2024 9:10,sweaters,WOMAN
152563,Front of Store,No,Clothing,Yes,2572,313890686-731-2,CASHMERE BLEND KNIT SWEATER,Sweater made with 95% cashmere. V-neck and long sleeves. Rib trim.,169,USD,2/19/2024 9:10,sweaters,WOMAN
115153,Aisle,No,Clothing,No,1736,313890650-712-2,ALPACA BLEND OPEN KNIT SWEATER,Sweater made with 63% alpaca. Round neck and long sleeves.,79.9,USD,2/19/2024 9:10,sweaters,WOMAN
125938,Aisle,Yes,Clothing,Yes,1204,313890680-450-2,OVERSIZED KNIT SWEATER,Sweater made with 20% wool and 17% alpaca. Crew neck and long sleeves. Tonal rib trim.,49.9,USD,2/19/2024 9:10,sweaters,WOMAN
122809,End-cap,No,Clothing,Yes,1592,344575855-982-2,WOOL BLEND KNIT SWEATER,Sweater made with 31% wool. Round neck and long sleeves. Rib trim.,49.9,USD,2/19/2024 9:10,sweaters,WOMAN
181502,Front of Store,Yes,Clothing,No,2591,323175653-803-2,SOFT JEWEL SWEATER,Sweater made of soft touch fabric. Round neckline with jewel appliquГ©s and long sleeves.,39.9,USD,2/19/2024 9:10,sweaters,WOMAN
182779,End-cap,Yes,Clothing,Yes,2097,324814227-400-2,FAUX FUR JEWEL SWEATER,Round neck short sleeve sweater. Soft feel faux fur fabric. Jewel appliquГ©s.,35.9,USD,2/19/2024 9:10,sweaters,WOMAN
155674,Front of Store,No,Clothing,No,897,323218942-800-2,METAL BEAD KNIT SWEATER,Round neck long sleeve sweater. Side slit at hem with metal bead appliquГ©s.,49.9,USD,2/19/2024 9:10,sweaters,WOMAN
182866,Aisle,No,Clothing,Yes,1552,313890656-800-2,KNIT SWEATER WITH BUTTONS,Basic sweater with round neck and long sleeves. Side button details at shoulders.,39.9,USD,2/19/2024 9:10,sweaters,WOMAN
148230,Front of Store,Yes,Clothing,No,2494,321480271-802-2,JEWEL KNIT SWEATER,Round neck sweater with jewel appliquГ©s and long sleeves. Back opening with button closure.,59.9,USD,2/19/2024 9:10,sweaters,WOMAN
126979,Front of Store,No,Clothing,No,2141,311297787-806-1,KNIT SWEATER WITH PIPING,Round neck long sleeve sweater. Contrasting piping detail. Rib trim.,49.9,USD,2/19/2024 9:10,sweaters,WOMAN
135521,End-cap,No,Clothing,Yes,2835,322677494-446-1,FINE KNIT CROP SWEATER,Cropped fine knit sweater with round neck and long sleeves.,39.9,USD,2/19/2024 9:10,sweaters,WOMAN
185809,End-cap,No,Clothing,No,622,313890688-330-1,KNIT SWEATER WITH RIPS,Round neck long sleeve sweater. Openwork detail with rips.,49.9,USD,2/19/2024 9:10,sweaters,WOMAN
171520,End-cap,Yes,Clothing,Yes,2901,322451460-800-1,GATHERED WAIST KNIT SWEATER,Round neck long sleeve sweater. Fitted waist with side ruching.,47.9,USD,2/19/2024 9:10,sweaters,WOMAN
122926,End-cap,No,Clothing,No,867,319465261-800-2,KNIT V-NECK SWEATER,V-neck sweater with long sleeves. Rib trim.,45.9,USD,2/19/2024 9:10,sweaters,WOMAN
150953,Front of Store,Yes,Clothing,Yes,2434,317331009-312-2,BASIC FOIL KNIT SWEATER,Round neck long sleeve sweater. Rib trim.,35.9,USD,2/19/2024 9:10,sweaters,WOMAN
115873,End-cap,Yes,Clothing,Yes,2606,311297400-803-1,CONTRAST TOPSTITCHING CROP KNIT SWEATER,V-neck cropped sweater with long sleeves. Front patch pockets. Contrast topstitching.,59.9,USD,2/19/2024 9:10,sweaters,WOMAN
115581,Aisle,No,Clothing,Yes,2728,336449779-104-1,STRIPED CROP KNIT SWEATER,Long sleeve high collar cropped sweater. Frayed hem.,47.9,USD,2/19/2024 9:10,sweaters,WOMAN
183634,Front of Store,Yes,Clothing,Yes,2778,324593343-043-2,BASIC KNIT SWEATER,Long sleeve round neck sweater. Side vents at hem. Rib trim.,27.9,USD,2/19/2024 9:10,sweaters,WOMAN
122484,Aisle,Yes,Clothing,Yes,558,319473750-809-1,V-NECK KNIT SWEATER,V-neck sweater with long sleeves. Side vents at hem.,47.9,USD,2/19/2024 9:10,sweaters,WOMAN
183574,Aisle,Yes,Clothing,Yes,1752,331789902-808-1,FOIL KNIT CROP SWEATER,Ribbed sweater with round neck and long sleeves. Ripped hem.,47.9,USD,2/19/2024 9:10,sweaters,WOMAN
185307,Front of Store,No,Clothing,Yes,2743,300250126-401-2,BASIC 100% WOOL SWEATER,Sweater made of 100% wool. Round neck and long sleeves. Ribbed trim.,7.99,USD,2/19/2024 9:10,sweaters,WOMAN
118719,End-cap,No,Clothing,Yes,1669,320052978-401-2,COLORBLOCK KNIT CROP SWEATER,Short sweater with round neck and long sleeves.,45.9,USD,2/19/2024 9:10,sweaters,WOMAN
134788,Front of Store,No,Clothing,No,2179,324722597-400-2,FINE KNIT SWEATER,V-neck sweater with long sleeves.,45.9,USD,2/19/2024 9:10,sweaters,WOMAN
140142,Front of Store,Yes,Clothing,No,606,328207551-500-2,KNIT OPEN BACK PEARLY SWEATER,High collar sweater with long sleeves. Open back detail and pearl appliquГ©s. Back button closure.,49.9,USD,2/19/2024 9:10,sweaters,WOMAN
153997,End-cap,No,Clothing,Yes,1608,318131967-800-2,KNIT PEARL SWEATER,Round neck long sleeve sweater. Tonal pearl appliquГ©s and open back with tie.,45.9,USD,2/19/2024 9:10,sweaters,WOMAN
123230,Aisle,No,Clothing,Yes,880,324027512-064-2,STRIPED TEXTURED OVERSHIRT,Relaxed fit overshirt. Lapel collar and long sleeves with buttoned cuffs. Patch pockets at hip. Front button closure.,69.9,USD,2/19/2024 8:51,jackets,MAN
154676,Aisle,No,Clothing,No,943,311292623-712-97,FLEECE OVERSHIRT,Regular fit overshirt. Lapel collar and long sleeves with buttoned cuffs. Chest patch pockets. Front button closure.,69.9,USD,2/19/2024 8:51,jackets,MAN
152985,Aisle,Yes,Clothing,Yes,1049,319162032-064-2,PLAID OVERSHIRT,Relaxed fit overshirt. Lapel collar and long sleeves with buttoned cuffs. Chest patch pockets. Front button closure.,89.9,USD,2/19/2024 8:51,jackets,MAN
175584,Front of Store,No,Clothing,No,2084,324908098-800-38,BAGGY FIT JEANS LIMITED EDITION,Baggy jeans. Five pockets. Washed effect. Front zip and button closure.,69.9,USD,2/19/2024 8:54,jeans,MAN
147491,End-cap,No,Clothing,No,1563,326540983-802-36,BAGGY BELTED JEANS,Baggy jeans. Self belt at waist. Front pockets and back patch pockets. Washed effect. Front button closure.,59.9,USD,2/19/2024 8:54,jeans,MAN
198283,End-cap,Yes,Clothing,Yes,1558,315836999-406-34,BAGGY FIT JEANS,Baggy fit jeans. Five pockets. Washed effect. Front zip and button closure.,69.9,USD,2/19/2024 8:54,jeans,MAN
141547,End-cap,No,Clothing,No,1426,315738965-802-34,BAGGY FIT JEANS,Baggy fit jeans. Five pockets. Washed effect. Front zip and button closure.,69.9,USD,2/19/2024 8:54,jeans,MAN
156342,Front of Store,Yes,Clothing,Yes,1466,311287318-400-38,FLARED FIT CARGO JEANS,Flared jeans. Patch pockets with flaps at hip. Patch pocket appliquГ©s at legs. Washed effect. Adjustable hem with zippers. Front zipper and crossover button closure.,109,USD,2/19/2024 8:54,jeans,MAN
186083,End-cap,No,Clothing,Yes,624,312393140-406-2,PLEATED WIDE FIT JEANS,Wide fit jeans. Adjustable interior elastic waistband with front pleats. Front pockets and back patch pockets. Washed effect. Front zip and button closure.,49.9,USD,2/19/2024 8:54,jeans,MAN
171776,Aisle,Yes,Clothing,No,1685,275600408-400-2,DENIM SHIRT,Relaxed fit shirt made of denim fabric. Lapel collar and short sleeves. Chest patch pocket. Washed effect. Front button closure.,12.99,USD,2/19/2024 8:54,jeans,MAN
134429,Aisle,No,Clothing,No,2914,311303003-407-38,RIPPED STRAIGHT FIT JEANS,Straight fit jeans. Five pockets. Washed effect with rips at legs. Front button closure.,69.9,USD,2/19/2024 8:54,jeans,MAN
172816,Aisle,No,Clothing,Yes,1524,311307250-710-3,TEXTURED SWEATER,Sweater made of 30% wool thread. Round neck and long sleeves. Rib trim.,69.9,USD,2/19/2024 8:54,sweaters,MAN
136272,End-cap,No,Clothing,Yes,2887,267195405-500-3,PURL KNIT SWEATER,High collar sweater with front zipper. Long sleeves. Rib trim.,12.99,USD,2/19/2024 8:54,sweaters,MAN
193227,End-cap,Yes,Clothing,Yes,1778,317894313-707-3,BRAIDED COLOR BLOCK SWEATER,Round neck long sleeve full cut sweater. Rib trim.,69.9,USD,2/19/2024 8:54,sweaters,MAN
165786,End-cap,No,Clothing,Yes,1278,315075917-803-2,CONTRAST INTERIOR SWEATER,Cotton blend sweater. Round neck and long sleeves. Contrast interior. Rib trim.,59.9,USD,2/19/2024 8:54,sweaters,MAN
174708,Front of Store,No,Clothing,Yes,529,317889153-700-3,ABSTRACT JACQUARD SWEATER,Full cut cotton knit sweater. Round neck and long sleeves. Rib trim.,59.9,USD,2/19/2024 8:54,sweaters,MAN
142257,Aisle,Yes,Clothing,Yes,1180,315241755-800-2,BASIC SLIM FIT T-SHIRT,Slim fit shirt. Round neck and short sleeves.,19.9,USD,2/19/2024 8:56,t-shirts,MAN
126146,Aisle,No,Clothing,No,2759,320326523-707-2,CROPPED WASHED T-SHIRT,Cropped fit T-shirt with round neck and short sleeves. Contrasting front and back prints. Washed effect.,39.9,USD,2/19/2024 8:56,t-shirts,MAN
129134,Aisle,No,Clothing,Yes,1831,316715458-250-2,BASIC HEAVYWEIGHT T-SHIRT,Roomy T-shirt made of dense cotton. Round neck and short sleeves.,29.9,USD,2/19/2024 8:56,t-shirts,MAN
129898,End-cap,No,Clothing,No,1866,322677489-800-2,HEART PRINT T-SHIRT,Boxy fit T-shirt with round neck and short sleeves. Contrasting prints at shoulder and back.,39.9,USD,2/19/2024 8:56,t-shirts,MAN
189692,End-cap,Yes,Clothing,No,1553,330077856-251-2,TEXT T-SHIRT,Boxy fit T-shirt. Round neck and short sleeves. Velvet effect print with contrast text.,39.9,USD,2/19/2024 8:56,t-shirts,MAN
154846,End-cap,Yes,Clothing,No,917,328232452-898-2,PRINTED CROPPED FIT SHIRT LIMITED EDITION,Cropped shirt. Round neckline. Contrasting front print. Washed effect. Irregular trim.,39.9,USD,2/19/2024 8:56,t-shirts,MAN
122307,End-cap,No,Clothing,No,702,317230892-251-3,RIBBED KNIT T-SHIRT,Cotton knit tank top. Round neck with front button closure. Rib trim.,49.9,USD,2/19/2024 8:56,t-shirts,MAN
182099,Aisle,Yes,Clothing,No,1978,330478123-712-2,OVERSIZE FIT T-SHIRT,Oversized T-shirt. Round neck and short sleeves.,39.9,USD,2/19/2024 8:56,t-shirts,MAN
159816,Front of Store,No,Clothing,Yes,1961,318255748-250-2,BASIC MEDIUM WEIGHT T-SHIRT,Regular fit T-shirt. Round neck and short sleeves.,27.9,USD,2/19/2024 8:56,t-shirts,MAN
